,num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_hour,flight_day,route,booking_origin,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete,flight_hour_range
14811,1,Internet,RoundTrip,107,22,10,1,IKAMEL,Australia,1,1,1,8.83,0,Brief
14812,1,Internet,RoundTrip,126,26,14,6,IKAMEL,Australia,0,0,1,8.83,0,Brief
14813,1,Internet,RoundTrip,62,33,1,7,IKAMEL,Australia,1,0,1,8.83,0,Brief
14814,1,Internet,RoundTrip,195,25,0,4,IKAMEL,Australia,0,0,0,8.83,0,Brief
14815,2,Internet,RoundTrip,11,40,0,2,IKAMEL,Australia,1,0,1,8.83,0,Brief
14816,2,Mobile,RoundTrip,156,40,10,7,IKAMEL,Australia,1,0,1,8.83,0,Brief
14817,1,Internet,RoundTrip,19,20,10,3,IKAMEL,Australia,1,0,1,8.83,0,Brief
14818,1,Mobile,RoundTrip,14,30,6,4,IKAMEL,Australia,1,1,1,8.83,0,Brief
14819,3,Internet,RoundTrip,141,78,12,2,IKAMEL,Australia,1,0,1,8.83,0,Brief
14820,1,Internet,RoundTrip,106,18,13,5,IKAMEL,Australia,0,0,0,8.83,0,Brief
14821,4,Internet,RoundTrip,116,21,12,6,IKAMEL,Australia,1,0,1,8.83,0,Brief
14822,2,Internet,RoundTrip,11,18,2,6,IKAMEL,Australia,1,0,0,8.83,0,Brief
14823,1,Internet,RoundTrip,72,20,6,1,IKAMEL,Cambodia,0,0,0,8.83,0,Brief
14824,1,Internet,RoundTrip,41,27,7,4,IKAMEL,Australia,0,0,0,8.83,0,Brief
14825,1,Internet,RoundTrip,198,25,7,1,IKAMEL,Australia,1,0,0,8.83,0,Brief
14826,1,Mobile,RoundTrip,77,31,0,6,IKAMEL,Australia,0,0,0,8.83,0,Brief
14827,1,Internet,RoundTrip,105,20,5,3,IKAMEL,Australia,0,0,0,8.83,0,Brief
14829,1,Internet,CircleTrip,32,20,14,6,IKAMEL,Australia,1,0,1,8.83,0,Brief
14830,2,Internet,RoundTrip,42,29,10,6,IKAMEL,Australia,1,1,0,8.83,0,Brief
14831,1,Internet,RoundTrip,56,17,7,3,IKAMEL,Australia,1,1,1,8.83,0,Brief
14832,2,Internet,RoundTrip,39,29,1,6,IKAMEL,Australia,1,0,1,8.83,0,Brief
14833,1,Internet,RoundTrip,11,53,13,6,IKAMEL,Australia,1,1,1,8.83,0,Brief
14834,3,Internet,RoundTrip,42,28,13,2,IKAMEL,Australia,1,0,1,8.83,0,Brief
14835,2,Internet,RoundTrip,129,28,12,7,IKAMEL,Australia,1,0,1,8.83,0,Brief
14836,1,Internet,RoundTrip,34,22,6,3,IKAMEL,Australia,1,0,1,8.83,0,Brief
14837,2,Internet,RoundTrip,123,32,8,2,IKAMEL,Australia,1,0,0,8.83,0,Brief
14838,1,Internet,RoundTrip,141,29,7,2,IKAMEL,Australia,1,0,0,8.83,0,Brief
14839,2,Internet,RoundTrip,130,18,10,6,IKAMEL,Australia,1,0,1,8.83,0,Brief
14840,1,Internet,RoundTrip,105,18,6,3,IKAMEL,Australia,0,0,0,8.83,0,Brief
14841,1,Internet,RoundTrip,20,25,6,4,IKAMEL,Australia,1,0,1,8.83,0,Brief
14842,1,Internet,RoundTrip,56,93,9,4,IKAMEL,Australia,0,0,0,8.83,0,Brief
14843,1,Internet,RoundTrip,32,33,23,2,IKAMEL,Australia,0,1,1,8.83,0,Brief
14844,1,Internet,RoundTrip,68,17,14,3,IKAMEL,Australia,1,0,0,8.83,0,Brief
14845,2,Internet,RoundTrip,154,31,6,6,IKAMEL,Australia,1,1,1,8.83,0,Brief
14846,1,Internet,RoundTrip,52,22,2,3,IKAMEL,Australia,1,0,1,8.83,0,Brief
14847,2,Internet,RoundTrip,17,76,14,4,IKAMEL,Australia,1,1,1,8.83,0,Brief
14848,1,Internet,RoundTrip,33,30,10,4,IKAMEL,Australia,1,1,1,8.83,0,Brief
14849,1,Internet,RoundTrip,181,45,0,2,IKAMEL,Australia,1,0,1,8.83,0,Brief
14850,1,Internet,RoundTrip,62,18,9,4,IKAMEL,Australia,1,0,1,8.83,0,Brief
14851,2,Internet,RoundTrip,132,50,11,3,IKAMEL,Australia,1,1,1,8.83,0,Brief
14852,1,Internet,RoundTrip,35,42,2,2,IKAMEL,Australia,0,0,0,8.83,0,Brief
14853,1,Internet,RoundTrip,13,17,12,4,IKAMEL,United States,1,0,0,8.83,0,Brief
14854,2,Internet,RoundTrip,80,18,10,3,IKAMEL,Australia,1,0,1,8.83,0,Brief
14855,2,Internet,RoundTrip,7,23,3,2,IKAMEL,Australia,1,1,1,8.83,0,Brief
14856,1,Internet,RoundTrip,7,34,4,1,IKAMEL,United States,1,0,0,8.83,0,Brief
14857,2,Internet,RoundTrip,2,30,6,6,IKAMEL,Australia,1,1,1,8.83,0,Brief
14858,3,Internet,RoundTrip,145,44,14,4,IKAMEL,Australia,1,1,0,8.83,0,Brief
14859,2,Internet,RoundTrip,8,29,6,2,IKAMEL,Australia,1,0,0,8.83,0,Brief
14860,3,Internet,RoundTrip,4,28,9,6,IKAMEL,Australia,1,1,1,8.83,0,Brief
14861,1,Internet,RoundTrip,220,19,21,3,IKAMEL,Australia,1,0,0,8.83,0,Brief
14862,2,Internet,RoundTrip,9,50,0,1,IKAMEL,Australia,1,1,1,8.83,0,Brief
14863,3,Internet,RoundTrip,45,60,11,7,IKAMEL,Australia,1,0,0,8.83,0,Brief
14864,1,Internet,RoundTrip,32,89,7,6,IKAMEL,Australia,1,1,1,8.83,0,Brief
14865,1,Internet,RoundTrip,117,19,7,1,IKAMEL,Australia,1,1,1,8.83,0,Brief
14866,1,Internet,RoundTrip,192,32,22,7,IKAMEL,Australia,1,0,0,8.83,0,Brief
14867,1,Internet,RoundTrip,163,59,0,6,IKAMEL,Australia,1,0,1,8.83,0,Brief
14868,1,Internet,RoundTrip,15,29,9,5,IKAMEL,Australia,0,0,0,8.83,0,Brief
14869,3,Internet,RoundTrip,4,92,13,5,IKAMEL,Australia,0,0,1,8.83,0,Brief
14870,1,Internet,RoundTrip,51,18,12,1,IKAMEL,Australia,1,1,1,8.83,0,Brief
14871,1,Mobile,RoundTrip,73,34,13,7,IKAMEL,Australia,1,1,1,8.83,0,Brief
14872,1,Mobile,RoundTrip,105,26,10,4,IKAMFM,Hong Kong,1,0,0,8.15,0,Brief
14873,1,Internet,RoundTrip,15,31,3,5,IKAMNL,South Korea,1,0,0,8.15,0,Brief
14874,2,Internet,RoundTrip,139,20,21,5,IKAMNL,(not set),1,1,1,8.15,0,Brief
14875,1,Mobile,RoundTrip,7,29,11,3,IKAMNL,Philippines,0,1,1,8.15,0,Brief
14876,3,Mobile,RoundTrip,37,24,9,6,IKAMNL,Philippines,1,0,1,8.15,0,Brief
14877,1,Internet,RoundTrip,16,18,0,5,IKAMNL,Philippines,1,0,0,8.15,0,Brief
14878,3,Internet,RoundTrip,143,29,4,6,IKAMNL,Philippines,1,0,0,8.15,0,Brief
14879,1,Internet,RoundTrip,53,44,5,4,IKAMNL,Philippines,1,0,0,8.15,0,Brief
14880,1,Internet,RoundTrip,23,28,14,2,IKAMNL,Philippines,1,0,1,8.15,0,Brief
14881,1,Internet,RoundTrip,41,25,5,1,IKAMNL,Philippines,1,0,0,8.15,0,Brief
14882,1,Mobile,RoundTrip,32,31,14,2,IKAMNL,Philippines,1,1,1,8.15,0,Brief
14883,1,Internet,RoundTrip,9,26,13,7,IKAMNL,Philippines,1,0,1,8.15,0,Brief
14884,1,Internet,RoundTrip,150,18,11,7,IKAMNL,Philippines,0,0,0,8.15,0,Brief
14885,1,Internet,RoundTrip,75,18,11,2,IKAMNL,Philippines,0,0,0,8.15,0,Brief
14886,1,Internet,RoundTrip,35,18,1,7,IKAMNL,Philippines,1,0,1,8.15,0,Brief
14887,1,Internet,RoundTrip,99,31,23,3,IKAMNL,Philippines,0,0,0,8.15,0,Brief
14888,1,Internet,RoundTrip,11,34,5,6,IKAMNL,Philippines,1,1,1,8.15,0,Brief
14889,2,Internet,RoundTrip,62,91,13,5,IKAOOL,Australia,1,0,1,8.83,0,Brief
14890,1,Internet,RoundTrip,2,27,14,6,IKAOOL,Australia,1,1,0,8.83,0,Brief
14891,1,Internet,CircleTrip,134,29,11,2,IKAOOL,Australia,1,1,1,8.83,0,Brief
14892,2,Internet,RoundTrip,40,24,4,3,IKAOOL,Australia,1,0,0,8.83,0,Brief
14893,2,Internet,RoundTrip,68,25,7,5,IKAOOL,Australia,1,0,1,8.83,0,Brief
14894,1,Internet,RoundTrip,78,40,7,3,IKAOOL,Australia,1,0,1,8.83,0,Brief
14895,1,Internet,RoundTrip,76,78,6,4,IKAOOL,Australia,1,0,1,8.83,0,Brief
14896,1,Internet,RoundTrip,37,29,12,5,IKAOOL,Australia,1,1,1,8.83,0,Brief
14897,1,Internet,CircleTrip,45,24,8,1,IKAOOL,Iran,1,1,0,8.83,0,Brief
14898,1,Internet,RoundTrip,29,34,4,2,IKAOOL,Australia,1,1,0,8.83,0,Brief
14899,1,Internet,RoundTrip,26,42,7,4,IKAOOL,Australia,1,0,0,8.83,0,Brief
14900,1,Internet,RoundTrip,19,21,1,4,IKAOOL,Australia,1,1,1,8.83,0,Brief
14901,2,Internet,RoundTrip,161,19,9,2,IKAOOL,Australia,1,0,1,8.83,0,Brief
14902,1,Internet,RoundTrip,4,28,5,5,IKAOOL,Australia,1,0,0,8.83,0,Brief
14903,1,Mobile,RoundTrip,44,34,7,1,IKAOOL,Australia,0,0,1,8.83,0,Brief
14904,2,Mobile,RoundTrip,316,27,1,2,IKAOOL,Australia,0,0,1,8.83,0,Brief
14905,2,Internet,RoundTrip,59,22,0,7,IKAOOL,Australia,1,1,1,8.83,0,Brief
14906,2,Internet,RoundTrip,39,19,9,2,IKAOOL,Australia,1,0,1,8.83,0,Brief
14907,2,Mobile,RoundTrip,2,22,4,6,IKAOOL,Australia,1,1,1,8.83,0,Brief
14908,1,Internet,RoundTrip,4,17,2,4,IKAOOL,Australia,1,1,1,8.83,0,Brief
14909,1,Internet,RoundTrip,67,24,12,4,IKAOOL,Australia,1,0,1,8.83,0,Brief
14910,2,Internet,RoundTrip,3,61,11,1,IKAOOL,Australia,1,0,1,8.83,0,Brief
14911,1,Internet,RoundTrip,21,31,10,1,IKAOOL,Australia,1,1,1,8.83,0,Brief
14912,1,Internet,RoundTrip,14,91,10,2,IKAOOL,Australia,1,1,1,8.83,0,Brief
14913,1,Internet,RoundTrip,84,17,12,1,IKAOOL,Australia,0,0,1,8.83,0,Brief
14914,1,Internet,RoundTrip,33,36,10,4,IKAOOL,Australia,1,1,1,8.83,0,Brief
14915,2,Internet,RoundTrip,2,19,23,4,IKAOOL,Australia,1,1,1,8.83,0,Brief
14916,1,Internet,RoundTrip,25,18,13,6,IKAOOL,Indonesia,0,0,0,8.83,0,Brief
14917,2,Internet,RoundTrip,92,33,15,1,IKAOOL,Australia,0,0,0,8.83,0,Brief
14918,2,Internet,RoundTrip,88,29,11,6,IKAOOL,Australia,1,1,1,8.83,0,Brief
14919,1,Internet,RoundTrip,18,45,8,3,IKAOOL,Australia,1,0,1,8.83,0,Brief
14920,1,Internet,RoundTrip,3,43,12,6,IKAOOL,Australia,1,0,1,8.83,0,Brief
14921,1,Internet,RoundTrip,43,29,5,7,IKAOOL,Australia,1,0,1,8.83,0,Brief
14922,2,Internet,RoundTrip,78,43,3,7,IKAOOL,Australia,1,0,1,8.83,0,Brief
14923,1,Internet,RoundTrip,18,29,12,3,IKAOOL,Australia,1,1,1,8.83,0,Brief
14924,1,Internet,RoundTrip,78,27,11,7,IKAOOL,Australia,1,0,1,8.83,0,Brief
14925,2,Internet,RoundTrip,73,22,0,5,IKAOOL,Australia,1,1,0,8.83,0,Brief
14926,1,Internet,RoundTrip,58,39,10,1,IKAOOL,Australia,1,1,1,8.83,0,Brief
14927,1,Internet,RoundTrip,85,21,14,2,IKAOOL,Australia,0,0,1,8.83,0,Brief
14928,2,Internet,RoundTrip,21,28,11,3,IKAOOL,Australia,1,1,1,8.83,0,Brief
14929,2,Mobile,RoundTrip,155,19,6,1,IKAOOL,Australia,1,1,1,8.83,0,Brief
14930,1,Internet,RoundTrip,59,158,7,4,IKAOOL,Australia,1,1,1,8.83,0,Brief
14931,2,Internet,RoundTrip,46,24,16,4,IKAOOL,Australia,1,0,1,8.83,0,Brief
14932,2,Internet,RoundTrip,235,28,10,6,IKAOOL,Australia,1,1,0,8.83,0,Brief
14933,1,Internet,RoundTrip,87,41,23,1,IKAOOL,Australia,1,1,1,8.83,0,Brief
14934,1,Internet,RoundTrip,16,18,12,1,IKAOOL,Australia,1,1,1,8.83,0,Brief
14935,1,Internet,RoundTrip,36,38,10,7,IKAOOL,Australia,1,1,1,8.83,0,Brief
14936,1,Internet,RoundTrip,5,17,3,6,IKAOOL,Australia,1,1,0,8.83,0,Brief
14937,1,Internet,RoundTrip,23,49,13,7,IKAOOL,Australia,1,0,0,8.83,0,Brief
14938,3,Internet,RoundTrip,18,29,11,3,IKAOOL,Australia,1,0,1,8.83,0,Brief
14939,1,Internet,RoundTrip,21,29,5,1,IKAOOL,Australia,1,1,1,8.83,0,Brief
14940,2,Internet,RoundTrip,196,54,4,2,IKAOOL,Australia,0,0,0,8.83,0,Brief
14941,1,Internet,RoundTrip,12,54,11,4,IKAOOL,Australia,1,1,1,8.83,0,Brief
14942,1,Internet,RoundTrip,65,85,14,7,IKAOOL,Australia,1,0,1,8.83,0,Brief
14943,2,Internet,RoundTrip,106,22,14,5,IKAOOL,Australia,1,1,1,8.83,0,Brief
14944,1,Internet,RoundTrip,42,33,2,6,IKAOOL,Australia,1,0,0,8.83,0,Brief
14945,1,Internet,RoundTrip,27,127,8,2,IKAOOL,Australia,1,1,1,8.83,0,Brief
14946,2,Internet,RoundTrip,45,24,7,1,IKAOOL,Australia,1,1,1,8.83,0,Brief
14947,1,Internet,RoundTrip,25,30,8,7,IKAOOL,Australia,1,1,1,8.83,0,Brief
14948,2,Internet,RoundTrip,198,42,8,7,IKAOOL,Australia,1,0,1,8.83,0,Brief
14949,1,Internet,RoundTrip,14,39,13,7,IKAOOL,Australia,1,1,1,8.83,0,Brief
14950,1,Internet,RoundTrip,114,24,6,2,IKAOOL,Australia,0,0,1,8.83,0,Brief
14951,3,Mobile,RoundTrip,100,29,2,6,IKAOOL,Australia,1,1,1,8.83,0,Brief
14952,1,Internet,RoundTrip,160,33,6,7,IKAOOL,Australia,1,0,0,8.83,0,Brief
14953,1,Internet,RoundTrip,30,65,7,7,IKAOOL,Australia,1,1,1,8.83,0,Brief
14954,1,Internet,RoundTrip,154,26,10,6,IKAOOL,Australia,1,0,0,8.83,0,Brief
14956,1,Internet,RoundTrip,13,37,22,2,IKAOOL,Australia,1,0,1,8.83,0,Brief
14957,1,Internet,RoundTrip,45,22,6,7,IKAOOL,Australia,1,1,0,8.83,0,Brief
14958,2,Internet,RoundTrip,101,18,6,7,IKAOOL,Australia,1,0,1,8.83,0,Brief
14959,2,Internet,RoundTrip,40,91,8,6,IKAOOL,Australia,1,0,1,8.83,0,Brief
14960,1,Internet,RoundTrip,42,24,12,1,IKAOOL,Australia,0,0,0,8.83,0,Brief
14961,1,Mobile,RoundTrip,42,41,5,1,IKAPEK,China,0,0,0,8.15,0,Brief
14962,1,Internet,RoundTrip,39,19,0,2,IKAPEK,China,0,0,0,8.15,0,Brief
14963,1,Internet,RoundTrip,59,31,4,4,IKAPEN,Malaysia,0,0,0,8.15,0,Brief
14964,1,Internet,RoundTrip,50,28,12,3,IKAPEN,Malaysia,1,1,0,8.15,0,Brief
14965,2,Internet,RoundTrip,22,20,2,3,IKAPEN,Malaysia,0,0,0,8.15,0,Brief
14966,1,Internet,RoundTrip,14,63,12,2,IKAPEN,Malaysia,1,1,1,8.15,1,Brief
14967,1,Mobile,RoundTrip,62,59,23,7,IKAPER,Australia,1,1,0,8.15,0,Brief
14968,1,Internet,RoundTrip,20,78,3,7,IKAPER,Australia,1,0,0,8.15,0,Brief
14969,1,Internet,RoundTrip,116,52,3,2,IKAPER,Australia,1,0,1,8.15,0,Brief
14970,1,Mobile,RoundTrip,96,32,16,5,IKAPER,Australia,1,1,1,8.15,0,Brief
14971,1,Internet,RoundTrip,40,29,8,3,IKAPER,Australia,1,0,1,8.15,0,Brief
14972,1,Internet,RoundTrip,27,20,22,2,IKAPER,Australia,0,0,0,8.15,0,Brief
14973,1,Mobile,RoundTrip,82,17,5,1,IKAPER,Australia,0,0,0,8.15,0,Brief
14975,3,Internet,RoundTrip,117,33,4,1,IKAPER,Australia,0,0,0,8.15,0,Brief
14976,1,Internet,RoundTrip,110,39,11,5,IKAPER,Australia,1,0,1,8.15,0,Brief
14977,3,Internet,RoundTrip,183,47,10,1,IKAPER,Australia,1,1,1,8.15,0,Brief
14978,2,Internet,RoundTrip,159,36,14,3,IKAPER,Australia,1,0,1,8.15,0,Brief
14979,1,Internet,RoundTrip,47,22,1,1,IKAPER,Australia,1,0,0,8.15,0,Brief
14980,1,Internet,RoundTrip,14,26,9,6,IKAPER,Australia,1,0,0,8.15,0,Brief
14981,2,Internet,RoundTrip,51,19,3,4,IKAPER,Australia,1,0,0,8.15,0,Brief
14983,1,Internet,RoundTrip,17,20,10,5,IKAPER,Australia,0,0,1,8.15,0,Brief
14984,1,Mobile,RoundTrip,24,25,15,7,IKAPER,Australia,1,1,1,8.15,0,Brief
14987,3,Internet,RoundTrip,9,34,7,6,IKAPER,Australia,1,0,0,8.15,0,Brief
14988,1,Internet,RoundTrip,8,20,14,7,IKAPER,Australia,1,1,1,8.15,0,Brief
14989,1,Internet,RoundTrip,104,34,15,2,IKAPER,Australia,1,0,1,8.15,0,Brief
14990,2,Mobile,RoundTrip,34,18,14,7,IKAPER,Australia,1,0,1,8.15,0,Brief
14991,1,Mobile,RoundTrip,46,31,6,2,IKAPER,Australia,1,0,1,8.15,0,Brief
14992,1,Internet,RoundTrip,14,17,17,3,IKAPER,United Arab Emirates,1,0,0,8.15,0,Brief
14993,1,Internet,RoundTrip,27,29,14,4,IKAPER,Australia,1,0,0,8.15,0,Brief
14994,3,Internet,RoundTrip,206,23,6,6,IKAPER,Australia,1,1,1,8.15,0,Brief
14995,1,Internet,RoundTrip,91,47,8,2,IKAPER,Australia,1,1,1,8.15,0,Brief
14996,3,Mobile,RoundTrip,3,30,12,5,IKAPER,Australia,1,0,0,8.15,0,Brief
14997,2,Internet,RoundTrip,44,43,13,1,IKAPER,Australia,1,1,1,8.15,0,Brief
14998,1,Internet,RoundTrip,88,29,5,4,IKAPER,Australia,1,0,1,8.15,0,Brief
14999,2,Internet,CircleTrip,74,24,15,4,IKAPER,Australia,1,1,0,8.15,0,Brief
15000,1,Internet,RoundTrip,26,127,13,1,IKAPER,Australia,0,0,0,8.15,0,Brief
15001,1,Internet,RoundTrip,16,29,7,6,IKAPER,Australia,1,1,1,8.15,0,Brief
15002,2,Mobile,RoundTrip,15,102,8,2,IKAPER,Australia,1,1,1,8.15,0,Brief
15003,1,Internet,RoundTrip,41,32,14,4,IKAPER,Australia,1,0,0,8.15,0,Brief
15004,1,Internet,RoundTrip,2,88,13,4,IKAPER,Australia,1,0,1,8.15,0,Brief
15005,1,Internet,RoundTrip,165,150,13,4,IKAPER,Australia,1,1,1,8.15,0,Brief
15006,1,Internet,RoundTrip,306,18,21,5,IKAPER,United States,0,0,1,8.15,0,Brief
15007,1,Mobile,RoundTrip,31,38,1,5,IKAPER,Australia,1,0,0,8.15,0,Brief
15008,1,Internet,RoundTrip,30,32,5,1,IKAPER,Australia,1,1,1,8.15,0,Brief
15009,1,Mobile,RoundTrip,35,31,17,1,IKAPER,Australia,1,1,1,8.15,0,Brief
15010,1,Internet,RoundTrip,9,22,8,4,IKAPER,Australia,0,0,1,8.15,0,Brief
15011,3,Internet,RoundTrip,110,29,12,5,IKAPER,Australia,1,1,1,8.15,0,Brief
15012,1,Internet,RoundTrip,3,21,14,7,IKAPER,Australia,1,0,0,8.15,0,Brief
15013,1,Internet,RoundTrip,76,33,7,7,IKAPER,Australia,1,0,0,8.15,0,Brief
15014,2,Mobile,RoundTrip,222,40,10,1,IKAPER,Australia,0,0,0,8.15,0,Brief
15015,3,Internet,RoundTrip,126,45,11,6,IKAPER,Australia,1,1,1,8.15,0,Brief
15016,1,Internet,RoundTrip,79,36,17,1,IKAPER,Australia,0,0,0,8.15,0,Brief
15018,1,Internet,RoundTrip,13,20,12,2,IKAPER,Australia,0,0,0,8.15,0,Brief
15019,3,Mobile,RoundTrip,64,22,10,7,IKAPER,Australia,1,0,0,8.15,0,Brief
15020,1,Internet,RoundTrip,2,22,9,4,IKAPER,Australia,1,0,0,8.15,0,Brief
15021,1,Internet,RoundTrip,86,33,8,4,IKAPER,Australia,1,0,1,8.15,0,Brief
15022,1,Internet,RoundTrip,0,41,15,1,IKAPER,Australia,1,1,1,8.15,0,Brief
15023,1,Internet,RoundTrip,4,20,5,4,IKAPER,Australia,1,1,0,8.15,0,Brief
15024,1,Internet,RoundTrip,49,32,16,3,IKAPER,Australia,1,0,0,8.15,0,Brief
15025,2,Internet,RoundTrip,13,22,5,4,IKAPER,Australia,1,1,1,8.15,0,Brief
15026,2,Internet,RoundTrip,73,25,11,7,IKAPER,Australia,1,0,1,8.15,0,Brief
15027,1,Internet,RoundTrip,44,18,13,1,IKAPER,Australia,1,1,1,8.15,0,Brief
15028,1,Internet,RoundTrip,55,88,7,4,IKAPER,Australia,1,0,1,8.15,0,Brief
15029,1,Mobile,RoundTrip,66,62,15,5,IKAPER,Australia,1,1,1,8.15,0,Brief
15030,1,Internet,RoundTrip,13,29,3,4,IKAPER,Australia,1,1,1,8.15,0,Brief
15031,2,Internet,RoundTrip,71,22,7,7,IKAPER,Australia,1,0,1,8.15,0,Brief
15032,1,Internet,RoundTrip,142,27,6,1,IKAPER,Australia,1,0,0,8.15,0,Brief
15033,2,Internet,RoundTrip,54,55,15,3,IKAPER,Australia,1,0,1,8.15,0,Brief
15034,3,Internet,RoundTrip,157,20,10,7,IKAPER,Australia,1,0,1,8.15,0,Brief
15035,1,Internet,RoundTrip,125,24,3,1,IKAPUS,South Korea,1,0,1,8.15,0,Brief
15036,1,Internet,RoundTrip,33,35,13,5,IKAPUS,South Korea,0,0,0,8.15,0,Brief
15037,2,Internet,RoundTrip,41,59,6,1,IKAPUS,South Korea,1,1,1,8.15,0,Brief
15038,1,Internet,RoundTrip,1,30,6,3,IKAPVG,China,1,0,0,8.15,0,Brief
15039,1,Internet,RoundTrip,148,24,19,7,IKAPVG,China,0,0,0,8.15,0,Brief
15040,2,Internet,RoundTrip,10,29,1,6,IKASGN,Vietnam,0,0,0,8.15,0,Brief
15041,1,Internet,RoundTrip,7,33,6,2,IKASGN,Vietnam,1,1,0,8.15,0,Brief
15042,1,Internet,RoundTrip,41,21,10,3,IKASIN,Singapore,0,0,1,8.15,0,Brief
15043,1,Internet,RoundTrip,66,21,4,4,IKASIN,Singapore,0,0,1,8.15,0,Brief
15044,1,Internet,RoundTrip,15,17,6,3,IKASIN,Singapore,1,1,1,8.15,0,Brief
15045,1,Internet,RoundTrip,3,17,15,1,IKASIN,Singapore,1,1,1,8.15,0,Brief
15046,1,Internet,RoundTrip,77,18,5,3,IKASIN,Singapore,1,0,0,8.15,0,Brief
15047,1,Internet,RoundTrip,81,18,17,6,IKASIN,Singapore,0,0,0,8.15,0,Brief
15048,2,Internet,RoundTrip,25,17,13,3,IKASIN,Indonesia,0,0,0,8.15,0,Brief
15049,1,Internet,RoundTrip,77,18,6,3,IKASIN,Singapore,1,0,0,8.15,0,Brief
15050,1,Internet,RoundTrip,16,20,15,2,IKASIN,Singapore,0,0,0,8.15,0,Brief
15051,1,Internet,RoundTrip,44,19,11,7,IKASIN,Singapore,0,0,0,8.15,0,Brief
15052,1,Internet,RoundTrip,73,25,3,4,IKASIN,Singapore,0,0,0,8.15,0,Brief
15053,2,Internet,RoundTrip,1,19,18,1,IKASIN,Singapore,1,1,0,8.15,0,Brief
15054,1,Internet,RoundTrip,57,17,15,3,IKASIN,Singapore,0,0,0,8.15,0,Brief
15055,1,Internet,RoundTrip,48,18,7,4,IKASIN,Singapore,1,0,0,8.15,0,Brief
15056,1,Internet,RoundTrip,71,26,15,3,IKASIN,Singapore,1,0,1,8.15,0,Brief
15057,2,Internet,RoundTrip,71,17,13,3,IKASIN,Singapore,1,1,1,8.15,0,Brief
15058,1,Internet,RoundTrip,343,26,9,2,IKASUB,Indonesia,1,0,1,8.15,0,Brief
15059,1,Internet,RoundTrip,12,26,12,6,IKASUB,Indonesia,1,1,1,8.15,0,Brief
15060,1,Internet,RoundTrip,106,26,5,1,IKASUB,Indonesia,0,0,1,8.15,0,Brief
15061,1,Internet,RoundTrip,115,33,4,1,IKASYD,Australia,1,1,1,8.58,0,Brief
15062,1,Internet,RoundTrip,1,22,11,1,IKASYD,Australia,1,1,1,8.58,0,Brief
15063,3,Internet,RoundTrip,111,43,14,3,IKASYD,Australia,1,0,1,8.58,0,Brief
15064,1,Internet,RoundTrip,55,30,23,3,IKASYD,Australia,1,0,1,8.58,0,Brief
15065,3,Internet,RoundTrip,99,29,7,2,IKASYD,Australia,0,0,0,8.58,0,Brief
15066,1,Internet,RoundTrip,197,35,4,3,IKASYD,Australia,1,1,1,8.58,0,Brief
15067,2,Internet,OneWay,142,22,12,1,IKASYD,Australia,1,1,1,8.58,0,Brief
15068,1,Mobile,RoundTrip,45,29,0,6,IKASYD,Australia,1,0,1,8.58,0,Brief
15069,2,Internet,RoundTrip,106,17,11,3,IKASYD,Australia,1,0,0,8.58,0,Brief
15070,1,Mobile,RoundTrip,81,35,2,3,IKASYD,Australia,1,0,1,8.58,0,Brief
15071,1,Internet,RoundTrip,54,30,21,4,IKASYD,Australia,1,0,1,8.58,0,Brief
15072,2,Internet,RoundTrip,19,35,11,2,IKASYD,Australia,1,0,1,8.58,0,Brief
15073,1,Internet,RoundTrip,6,36,9,3,IKASYD,Australia,0,0,0,8.58,0,Brief
15074,3,Internet,RoundTrip,118,28,7,5,IKASYD,Germany,1,1,1,8.58,0,Brief
15075,2,Internet,RoundTrip,96,28,9,6,IKASYD,Australia,1,1,1,8.58,0,Brief
15076,1,Internet,RoundTrip,31,24,14,3,IKASYD,Australia,1,1,0,8.58,0,Brief
15077,1,Internet,RoundTrip,20,33,11,7,IKASYD,Australia,1,1,1,8.58,0,Brief
15078,2,Internet,RoundTrip,55,170,15,3,IKASYD,Australia,1,1,1,8.58,0,Brief
15079,2,Internet,RoundTrip,34,21,1,3,IKASYD,Australia,0,0,1,8.58,0,Brief
15080,1,Internet,RoundTrip,3,28,5,4,IKASYD,Australia,1,1,1,8.58,0,Brief
15081,1,Internet,RoundTrip,95,22,4,5,IKASYD,Australia,0,0,1,8.58,0,Brief
15082,1,Internet,RoundTrip,31,20,7,5,IKASYD,Australia,1,0,0,8.58,0,Brief
15083,1,Internet,RoundTrip,57,70,6,6,IKASYD,Australia,1,1,1,8.58,0,Brief
15084,1,Internet,RoundTrip,64,34,9,2,IKASYD,Australia,1,0,1,8.58,0,Brief
15085,1,Mobile,RoundTrip,42,65,9,2,IKASYD,Australia,1,1,1,8.58,0,Brief
15086,1,Internet,RoundTrip,13,21,7,5,IKASYD,Australia,1,0,0,8.58,0,Brief
15087,1,Mobile,RoundTrip,18,21,6,5,IKASYD,Iran,0,0,0,8.58,0,Brief
15088,2,Internet,RoundTrip,241,19,10,3,IKASYD,Australia,1,1,0,8.58,0,Brief
15089,1,Internet,CircleTrip,69,21,22,1,IKASYD,Australia,1,1,1,8.58,0,Brief
15090,1,Internet,RoundTrip,38,42,12,1,IKASYD,Australia,1,0,1,8.58,0,Brief
